idx,annotation,so_title,so_api,target_api,overlap_api,unk_token
1103540,<unk> gaussian error function fractional error in math formula less than 1,Impose numerical limit using mathematics,"java.lang.Math.abs,java.lang.Math.min,java.lang.Math.abs,java.lang.Math.min",Math . abs Math . exp,math.abs math.exp,FALSE
978710,consistent with get int,"What are the major differences between a Collection, an ArrayList, and a List in Java?",java.util.List.get,List . indexOf List . size,list.indexof list.size,FALSE
194490,my big int factorial method used because max long just wasnt large enough,How to assign a very large number to BigInteger?,java.math.BigInteger.BigInteger,BigInteger . valueOf BigInteger . compareTo BigInteger . multiply,biginteger.valueof biginteger.compareto biginteger.multiply,FALSE
987520,determine if an extension is installed given its extension bundle id,Print Specified extension files,java.lang.String.endsWith,List . iterator Iterator . next,list.iterator iterator.next,FALSE
277480,check password safety,Java currencyConverter java.lang.NumberFormatException:,"java.lang.String.equalsIgnoreCase,java.lang.String.equals,java.lang.String.equalsIgnoreCase,java.lang.String.equals",Character . isLetter Character . isDigit Character . isLetter,character.isletter character.isdigit character.isletter,FALSE
1709050,<unk> scene with specified name,Using string as name for objects in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",Thread . sleep Map < String > . get Thread . start,thread.sleep map.get thread.start,FALSE
1063764,"add the address to the ban list of the login server , with the given duration",Difference between implicit and explicit ArrayList size declarations?,java.util.List.add,Map < InetAddress > . put System . currentTimeMillis Map < InetAddress > . put,map.put system.currenttimemillis map.put,FALSE
1094767,add a new node to graph,Access an ArrayList inside a Java Map,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",Map < String > . containsKey Map < String > . put,map.containskey map.put,FALSE
1457650,parse a username to get the username without domain info,Need to Trim Java String,"java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring",String . indexOf String . split String . indexOf String . replace String . split,string.indexof string.split string.indexof string.replace string.split,FALSE
973617,<unk> the discarded element for this publication,ArrayList declaration and handling,java.util.ArrayList.clear,List . contains List . add,list.contains list.add,FALSE
1176431,format as two digits according to the current <unk>,loop from 0x0000 to 0xfff in java,"java.lang.String.format,java.lang.Integer.toHexString,java.lang.String.format,java.lang.Integer.toHexString",NumberFormat . format Math . round Long . toString,numberformat.format math.round long.tostring,FALSE
976094,move players positions by one,Why is int being passed as Object?,java.util.ArrayList.get,List . get List . set,list.get list.set,FALSE
282336,"register a subclass of the sql query source writer for a specific package of <unk> , that the given source writer class generates the sql source for",Using string as name for objects in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",Class . cast Map . get Class . isAssignableFrom Class . getName Map . put String . endsWith String . lastIndexOf String . substring Map . put,class.cast map.get class.isassignablefrom class.getname map.put string.endswith string.lastindexof string.substring map.put,FALSE
1461309,"for <unk> subqueries , we add in <unk> so we can later properly join the parent with the child <unk>",Regular expression to extract file name?,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring",String . indexOf String . substring String . lastIndexOf,string.indexof string.substring string.lastindexof,FALSE
1066007,override list add to update count on every add,Access an ArrayList inside a Java Map,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",Map < Integer > . containsKey Map < Integer > . put Map < Integer > . get Map < Integer > . put,map.containskey map.put map.get map.put,FALSE
106891,record the page history,Difference between implicit and explicit ArrayList size declarations?,java.util.List.add,ArrayList < Class > . size ArrayList < Class > . add ArrayList < Class > . remove,arraylist.size arraylist.add arraylist.remove,FALSE
1689398,"copy in , copy out leaves both streams open",sending negative bytes with tcp,java.io.Writer.write,System . nanoTime InputStream . read OutputStream . write System . nanoTime String . format,system.nanotime inputstream.read outputstream.write system.nanotime string.format,FALSE
1419834,check if an argument contains multiple flags,how to define an eclipse mask formatted text field?,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",String . charAt String . indexOf,string.charat string.indexof,FALSE
1067431,make a shallow copy of this environment,java.lang.ClassCastException: java.util.Arrays$ArrayList cannot be cast to java.util.ArrayList,java.util.Arrays.asList,Map < LinkedList > . entrySet Entry < LinkedList > . getKey Entry < LinkedList > . getValue,map.entryset entry.getkey entry.getvalue,FALSE
555153,return the file extension without the,Regular expression to extract file name?,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring",File . getName String . lastIndexOf String . substring,file.getname string.lastindexof string.substring,FALSE
1552836,remove the trailing,easiest way to get every word except the last word from a string,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring",String . trim String . endsWith String . length String . substring,string.trim string.endswith string.length string.substring,FALSE
999890,convert a list of tags to an array,who can access each LinkedHashMap from List Of LinkedHashMap,java.util.List.get,List . size List . toArray,list.size list.toarray,FALSE
224537,<unk> todo o <unk> do arquivo,Skip over inputing string,"java.util.Scanner.nextInt,java.util.Scanner.nextLine,java.util.Scanner.nextInt,java.util.Scanner.nextLine",BufferedReader . ready BufferedReader . readLine,bufferedreader.ready bufferedreader.readline,FALSE
1424756,"return the correct resource for the given URI , taken into account historical versions marked by the version parameter",Java - Reading from file and split,"java.lang.String.split,java.util.Arrays.asList,java.lang.String.split,java.util.Arrays.asList","String . contains String . indexOf String . substring Map < String , String [] > . get Integer . parseInt String . substring",string.contains string.indexof string.substring map.get integer.parseint string.substring,FALSE
354324,get create event definition,"How to create an instance of a ""dynamic(decided at runtime)"" class?","java.lang.Class.getConstructor,java.lang.reflect.Constructor.newInstance,java.lang.Class.getConstructor,java.lang.reflect.Constructor.newInstance",Connection . createStatement Statement . executeQuery Statement . getResultSet ResultSet . getString,connection.createstatement statement.executequery statement.getresultset resultset.getstring,FALSE
1298464,play an audio associated with the number of cleared rows,Does Java use indexes for Data structure like Oracle,java.util.ArrayList.get,"Random . nextInt HashMap < Integer , ArrayList < AudioClip > > . get",random.nextint hashmap.get,FALSE
1530265,convert a users property name to a bean method name,Delete Last and First Char in a String,java.lang.String.substring,String . startsWith String . substring String . startsWith String . substring String . startsWith String . substring String . charAt Character . isUpperCase String . length Character . isUpperCase Character . toLowerCase String . substring,string.startswith string.substring string.startswith string.substring string.startswith string.substring string.charat character.isuppercase string.length character.isuppercase character.tolowercase string.substring,FALSE
